acc,acc_norm,log_likelihood,num_words,num_bytes,num_bits_per_byte,word_perplexity,byte_perplexity
1.0,1.0,-351.01934814453125,63,655,655,262.88999765974273,1.7089982869230516
0.0,0.0,-150.34315490722656,10,87,87,3383142.234322996,5.629846855731313
0.0,0.0,-239.28118896484375,31,274,274,2250.1407102321105,2.3947743536291095
1.0,1.0,-307.83197021484375,46,478,478,805.9319845218738,1.904081876271346
1.0,0.0,-261.1308288574219,37,355,355,1161.6421959432735,2.0866915047301613
1.0,0.0,-334.42315673828125,36,371,371,10824.118650830382,2.463073907957742
0.0,1.0,-135.03997802734375,10,84,84,732338.269302806,4.990912636066332
0.0,0.0,-157.15631103515625,16,138,138,18439.851421896972,3.123061741632937
1.0,1.0,-335.3678894042969,41,381,381,3567.800646841591,2.4114559189649043
0.0,0.0,-236.15225219726562,43,421,421,242.72105005672296,1.7523043889925307
0.0,1.0,-217.46878051757812,20,171,171,52756.3290366703,3.5670797166062815
0.0,0.0,-131.7699432373047,8,68,68,14235407.496498488,6.943411906598476
0.0,1.0,-226.551025390625,33,309,309,958.3208013203235,2.0816791245264348
1.0,1.0,-225.8031463623047,19,203,203,144983.63084875364,3.041439035200494
0.0,1.0,-147.81002807617188,9,89,89,13569517.202874139,5.263450668642177
0.0,0.0,-310.68743896484375,35,355,355,7163.714930364357,2.3992972558352372
1.0,0.0,-219.6226806640625,17,206,206,407983.1753027999,2.904117384445737
1.0,0.0,-203.5386199951172,19,213,213,44916.430720409044,2.600179225571871
1.0,1.0,-254.6212615966797,33,356,356,2243.5075842631763,2.044653347522525
1.0,0.0,-198.01666259765625,18,155,155,59929.592861987345,3.5877557059615843
0.0,1.0,-174.49267578125,18,161,161,16220.603650427915,2.9559066999116954
0.0,1.0,-305.429443359375,42,398,398,1439.6129961768913,2.154181122337904
1.0,1.0,-297.231201171875,42,446,446,1184.3310284833965,1.9472880690532242
1.0,0.0,-163.72877502441406,14,143,143,119959.86431103139,3.14230456526601
0.0,1.0,-241.69119262695312,27,290,290,7719.660403367098,2.301170497891957
0.0,0.0,-163.25994873046875,14,127,127,116009.21531678455,3.6165169976598417
1.0,1.0,-229.38450622558594,38,370,370,418.39851953890906,1.8588502007417425
1.0,1.0,-332.8206787109375,48,477,477,1026.3500427454364,2.009201283953418
0.0,0.0,-264.5257263183594,32,306,306,3891.029083248803,2.3737314249063233
1.0,0.0,-189.82479858398438,15,148,148,313321.9616351244,3.606003121539583
1.0,0.0,-230.6172637939453,25,243,243,10144.536379000097,2.583234350002929
0.0,1.0,-166.00698852539062,14,120,120,141158.97796841402,3.9884056757860824
1.0,0.0,-199.95433044433594,16,164,164,267572.45080328936,3.3845932011229127
1.0,1.0,-384.4054260253906,54,558,558,1234.7440745100423,1.9915208895687642
